FICHIER,CHAMPS,DESCRIPT,NMGT,LIGNE3,IGRO,PLANT_ID,LAI_INIT,BIO_INIT,PHU_PLT,LIGNE9,BIOMIX,CN2,USLEP,BIO_MIN,FILTERW,LIGNE15,IURBAN,URBLU,LIGNE18,IRRSC,IRRNO,FLOWMIN,DIVMAX,FLOWFR,LIGNE24,DDRAIN,TDRAIN,GDRAIN,LIGNE 28,NROT,LIGNE 30,MONTH,DAY,MGT_OP,MONTH,DAY,MGT_OP,SWEEPEFF,FR_CURB,MONTH,DAY,MGT_OP,GRZ_DAYS,MANURE_ID,BIO_EAT,BIO_TRMP,MANURE_KG,MONTH,DAY,MGT_OP,FERT_DAYS,CFRT_ID,IFRT_FREQ,CFRT_KG,MONTH,DAY,MGT_OP,CPST_ID,PEST_DAYS,IPEST_FREQ,CPST_KG,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,TILL_ID,CNOP,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,MONTH,DAY,MGT_OP,TILL_ID,CNOP,MONTH,DAY,MGT_OP,PLANT_ID,CURYR_MAT,HEAT_UNITS,LAI_INIT,BIO_INIT,HI_TAR,BIO_TARG,CNOP,MONTH,DAY,MGT_OP,FERT_DAYS,CFRT_ID,IFRT_FREQ,CFRT_KG,MONTH,DAY,MGT_OP,CPST_ID,PEST_DAYS,IPEST_FREQ,CPST_KG,MONTH,DAY,MGT_OP,AFERT_ID,AUTO_NSTRS,AUTO_NAPP,AUTO_NYR,AUTO_EFF,AFRT_SURFACE,MONTH,DAY,MGT_OP,WSTRS_ID,AUTO_WSTRS,IRR_EFF,IRR_MX,IRR_ASQ,MONTH,DAY,MGT_OP,IHV_GBM,HARVEFF,HI_OVR,MONTH,DAY,MGT_OP,GRZ_DAYS,MANURE_ID,BIO_EAT,BIO_TRMP,MANURE_KG,MONTH,DAY,MGT_OP,PEST_ID,PST_KG,PST_DEP,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,IHV_GBM,HARVEFF,HI_OVR,MONTH,DAY,MGT_OP,CNOP,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,TILL_ID,CNOP,MONTH,DAY,MGT_OP,PLANT_ID,CURYR_MAT,HEAT_UNITS,LAI_INIT,BIO_INIT,HI_TAR,BIO_TARG,CNOP,MONTH,DAY,MGT_OP,FERT_DAYS,CFRT_ID,IFRT_FREQ,CFRT_KG,MONTH,DAY,MGT_OP,CPST_ID,PEST_DAYS,IPEST_FREQ,CPST_KG,MONTH,DAY,MGT_OP,AFERT_ID,AUTO_NSTRS,AUTO_NAPP,AUTO_NYR,AUTO_EFF,AFRT_SURFACE,MONTH,DAY,MGT_OP,WSTRS_ID,AUTO_WSTRS,IRR_EFF,IRR_MX,IRR_ASQ,MONTH,DAY,MGT_OP,IHV_GBM,HARVEFF,HI_OVR,MONTH,DAY,MGT_OP,SWEEPEFF,FR_CURB,MONTH,DAY,MGT_OP,GRZ_DAYS,MANURE_ID,BIO_EAT,BIO_TRMP,MANURE_KG,MONTH,DAY,MGT_OP,PEST_ID,PST_KG,PST_DEP,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,IHV_GBM,HARVEFF,HI_OVR,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,IHV_GBM,HARVEFF,HI_OVR,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,CNOP,MONTH,DAY,MGT_OP,IMP_TRIG,MONTH,DAY,MGT_OP,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,TILL_ID,CNOP,MONTH,DAY,MGT_OP,HARVEFF,HI_OVR,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,FERT_ID,FRT_KG,FRT_SURFACE,MONTH,DAY,MGT_OP,TILL_ID,CNOP,MONTH,DAY,MGT_OP,PLANT_ID,CURYR_MAT,HEAT_UNITS,LAI_INIT,BIO_INIT,HI_TAR,BIO_TARG,CNOP,MONTH,DAY,MGT_OP
000050077,SWHT,loam,0,Initial Plant Growth Parameters,0,,0,0,,General Management Parameters,0.2,83,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,3,1,50,0.2,,,,,,,3,21,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,1,27,,,,,,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,3,17,150,0.2,,,,,,,,,,,,,,,,,,,,,,,,,7,31,5,66.4,,,,,,,,,,,,,,,,,,,,,,,,,8,2,6,3,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050078,SWHT,loam,0,Initial Plant Growth Parameters,0,,0,0,,General Management Parameters,0.2,83,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,3,1,50,0.2,,,,,,,3,21,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,1,27,,,,,,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,3,17,150,0.2,,,,,,,,,,,,,,,,,,,,,,,,,7,31,5,66.4,,,,,,,,,,,,,,,,,,,,,,,,,8,2,6,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050079,WWHT,cllo,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,3,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050080,WWHT,cllo,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050081,WWHT,cllo,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,3,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050082,WWHT,cllo,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050083,WWHT,hils,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,67.5,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,69,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050084,WWHT,hils,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,67.5,0.6,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,69,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050085,WWHT,hils,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,67.5,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,69,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050086,WWHT,hils,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,67.5,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,69,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050087,WWHT,losa,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050088,WWHT,losa,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050089,WWHT,losa,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050090,WWHT,losa,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050091,WWHT,salo,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050092,WWHT,salo,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050093,WWHT,salo,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050094,WWHT,salo,0,Initial Plant Growth Parameters,1,28,0,1000,1500,General Management Parameters,0.2,74.7,1,0,3,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,3,1,25,0.2,3,10,3,1,89,0.2,,,,,,4,5,3,1,42,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,5,76,9,1,3,2,70,0.2,,,,,,,,,,,,,,,,,,,9,25,6,1,,10,9,1,28,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000050095,SWCH,clay,0,Initial Plant Growth Parameters,1,50,0,500,1100,General Management Parameters,0.2,80,1,0,0,Urban Management Parameters,0,0,Irrigation Management Parameters,0,0,0,0,0,Tile Drain Management Parameters,0,0,0,Management Operations:,9,Operation Schedule:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,3,1,100,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,30,7,1,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
